name,ProductDescription,id
"Austin Logistics, LLC","Austin Logistics is a certified MBE and DBE and proven supplier of innovative medical products to government entities and local businesses as a medical supply company. We source, procure, deliver and offer total financing on a 
wide range of PPE and typical medical supplies and medical devices. Austin 
Logistics also provides large-scale logistics and operations support through a 
partnership with other global logistics leaders. We connect government organizations with manufacturers to help protect healthcare workers and improve patient care. Our mission is to ensure adequate services, safety, and satisfaction. 
We provide FDA-certified medical supplies ensuring security and compliance. 
Lastly, we provide full-time customer service and ensure a quality product to all 
customer clients",4575
Auto Tots LLC,26ft Box truck company that haul general freight in the united states.,11048
Autolite Operations LLC,"Autolite, LLC is among North America?s largest and most diversified companies servicing the vehicle and replacement parts market.  Within our industry-leading Autolite business, we supply Autolite Spark Plugs.  Our customer base includes leading aftermarket companies as well as a diverse group of original equipment manufacturers in the automotive, trucking and various industrial vehicle markets.  We operate through global network of manufacturing facilities, distribution centers and offices located throughout the United States, Canada, Mexico and China.",4466
Automation Alliance Contractors INC.,Programming of automation robot and robotic cells.  Integrating robots and plc at customers facility.,13479
"Automation Workz Institute, Inc.","Automation Workz Institute assists individuals to complete post-secondary  certification coursework in computer networking,  cybersecurity operations, Linux/ Python programming, and inventive thinking utilizing Artificial Intelligence (AI)  powered video games and simulations to digitally upskill their career and corporations.

Automation Workz Institute assists corporations digitally upskill employees for emerging tech careers in computer networking,  cybersecurity operations, and Linux/ Python programming, utilizing Artificial Intelligence (AI)  powered video games, simulations and inventive thinking.

Automation Workz Institute provides tech diversity and inclusion leadership consulting, training, outreach and talent management services.
",4564
"Automotive Insight, LLC","Automotive Insight is a certified MBE and WBE that provides our clients with business solutions across Product Strategy, Engineering Domains, Sales & Marketing and Supply Chain Management. 
With our knowledge, skills and disciplines in  automotive, we identify the right partners, products and technologies to provide support services and to deliver top-tier results.
 
",4425
AUTOMOTIVE SUPPORT GROUP LLC.,"TECHNICAL, COMMUNICATION SERVICES",13810
"Automotive Support Group, LLC","TECHNICAL, COMMUNICATION SERVICES",4616
AutoTechmation Inc,"AutoTechmation Inc. is a specialized company in providing PLM and IT Services to the organization over by understanding business needs as much as technology and helps clients to improve their profitability and efficiency by providing high-value technology consulting, solutions, staffing, and managed services. AutoTechmation Inc., has extensive experience in the areas of custom IT solutions with a proven global delivery model and also provides services focusing on implementing and supporting mobile app development, cloud networking solutions, business analytics and ERP system.",4459
"Autry Media Group, LLC","We help companies improve communication efforts with their internal and external stakeholders. We do this by developing integrated marketing campaigns that incorporate web sites and print campaigns. We also use executive ghostwriting, market research and media relations as strategies to help our clients build stronger and more lasting relationships with their employees and customers. ",14020
"AVANZADO, LLC","Content & Database Management, Data Mining, Digital Print, Media Replication, Binding, Warehousing, Fulfillment.",13686
"Aven International, Inc","Aven for over 35 years has been supplying high precision equipment and tools for optical inspection and precision assembly for industrial electronics, medical device manufacturing, science and research labs, aerospace etc. Products are designed and manufactured under the Aven brand. Products include Digital and Stereo Microscopes, Video Inspections Systems for quality control, task lights for inspection, soldering equipment, precision tools such as pliers, tweezers, and screwdrivers. We also supply a full range of specialty tools for safety applications such as BE-CU Non-Sparking, Stainless Steel, Titanium and Insulated Tools. ",4364
AVRS Build-Construct LLC,"The company will provide Construction Management services, which include but are not limited to supervision, inspection, material testing, material management, construction management, and engineering services related to Bridge construction, road construction, drainage, heavy civil construction, and residential services.",13567
Axis Accessories,"Manufacturer of soft trim interior parts, shipping container soft dunnage systems, interior and exterior aftermarket service parts, metal stamping distribution.",3797
AZTEC LEASING,Company which leases real property,4605
"Aztecnology Systems, LLC.",Repair of industrial equipment and repairable asset management.,4048
"B.E.A.M. INDUSTRIES, INC.","Temporary staffing; minor commercial construction, building maintenance clean up, Nursing CNA'S and MA'S",13740
Back In The Day Band LLC,"Back In The Day Band is a 9 piece award winning ensemble that provides live entertainment for high end events to include corporate events, festivals, private functions, weddings, award shows, opening act, afterglows, headliner., and  special occasions.  We are all veteran entertainers that have traveled the world. We are well versed in several genres Motown, funk, classic rock, jazz, top 40, standards, and ballads just to name a few.   We are lead by former NFL legend Larry Lee.  Larry played 9 years in the league and was Vice-President of the Detroit Lions for 9 years.  Back In The Day band was voted Best Live Performance Band and Larry Lee was voted Best Bass Player both by the Detroit Music Awards.   ",4498
